Nhận xét,Cảm xúc
Hơi lười,tệ
Mạng không ổn định,tệ
mất điện,tệ
Đau mắt,tệ
Đường truyền không ổn định.,tệ
"thiết bị, internet, điện",tệ
Phân tâm,tệ
Wifi yếu,tệ
đường truyền bất ổn định,tệ
đường truyền internet; thiết bị sử dụng học trực tuyến,tệ
Mạng Internet,tệ
đường truyền Internet,tệ
Khó tiếp thu,tệ
Mạng lag,tệ
đường truyền internet,tệ
Đường truyền mạng đôi lúc còn gặp trục trặc,tệ
thiết bị đáp ứng đôi khi trở ngại,tệ
hay rớt mạng,tệ
Kết nối internet,tệ
mạng hay yếu,tệ
mạng lad,tệ
đường truyền internet không ổn định,tệ
Khó tương tác gv,tệ
Tiép thu chậm,tệ
Mạng hay mất kết nối,tệ
mất mạng mạng lag,tệ
"mạng yếu, tốn chi phí phòng trọ",tệ
Em bị mất mạng trong lúc tham gia lớp học,tệ
Mạng chưa ổn định,tệ
Hao điện,tệ
mạng yếu,tệ
mạng lag,tệ
không trao đổi được với gv nhiều,tệ
Hay gặp vấn đề về internet,tệ
mạng yếu,tệ
Ko có khó khăn,tệ
lag,tệ
Mạng yếu,tệ
đường truyền yếu,tệ
Đường truyền internet luôn bị gián đoạn,tệ
Không được gặp bạn bè,tệ
Internet chậm,tệ
thiết bị sử dụng học trực tuyến ,tệ
Mạng yếu,tệ
Đường truyền mạng yếu,tệ
Đường truyền internet bị chậm dẫn đến nghe giảng hơi khó khăn,tệ
Khó hiểu bài,tệ
"đường truyền internet có thể bị chậm, làm gián đoạn buổi học",tệ
"Không có, mình rất mong tiếp tục đc học onl",tệ
đường truyền internet,tệ
mạng yếu,tệ
Đường truyền internet yếu,tệ
đường truyền yếu,tệ
Không tiếp thu được nhiều kiến thức,tệ
Máng yếu,tệ
mạng chập chờn,tệ
Không tiếp thu nhiều,tệ
internet không ổn định,tệ
mạng lag,tệ
đường truyền internet yếu,tệ
cup dien,tệ
Đường truyền hơi giật lag,tệ
"đôi khi rớt mạng, mạng yếu",tệ
Mạng không ổn định ,tệ
buồn ngủ khó tiếp thu,tệ
Internet yếu,tệ
Khó tiếp thu,tệ
không gặp trực tiếp bạn bè,tệ
"Mượn thiết bị học online, mất điện",tệ
Đường truyền không ổn định,tệ
Đường truyền internet,tệ
mạng yếu,tệ
"đường truyền không ổn định, nhiều tạp âm, tiếng ồn",tệ
"Vấn đề cúp điện, mạng",tệ
Mạng yếu,tệ
Đường truyền internet,tệ
Thiếu tương tác,tệ
Đường truyển kém,tệ
Đường truyền Internet ,tệ
mạng không ổn định,tệ
Mạng lag,tệ
đường truyền internet,tệ
Chưa thấy khó khăn trong việc học online ,tệ
Mạng lag,tệ
đường truyền internet,tệ
Internet đôi lúc chập chờn,tệ
Không tập trung,tệ
mạng yếu ,tệ
Đường truyền mạng ,tệ
Khoong có,tệ
Mạng yếu,tệ
tiếp thu kiến thực không bằng học off,tệ
Thiếu thiết bị để học,tệ
Những tình huống như kết nối mạng kém,tệ
không hiểu bài bằng học off,tệ
Giáo viên hay mất tập trung,tệ
Mạng internet không ổn định,tệ
mạng yếu,tệ
"Khó tiếp thu, mạng lag",tệ
Mạng lag,tệ
Khó tiếp thu,tệ
đường truyền kết nối đôi lúc gặp vấn đề,tệ
đường truyền internet không ổn định,tệ
"khó hiểu, mạng lag, ",tệ
Mạng internet không ổn định,tệ
Đường truyền yếu,tệ
khó trao đổi với thầy hơn trực tiếp,tệ
không hiệu quả,tệ
đường truyền internet,tệ
"Mất điện, rớt mạng, mạng chậm,......",tệ
Khó khăn về thiết bị học,tệ
Đường truyền internet không ổn định,tệ
Mạng lag,tệ
khó có thể tập trung vafp nghe giảng,tệ
mạng yếu,tệ
Khó tiếp thu bài,tệ
Nhà đôi khi cúp điện,tệ
khó tương tác,tệ
Đường truyền Internet…,tệ
Mất điện,tệ
Không học được trực tiếp ,tệ
Đường truyền mạng kém và không ổn định,tệ
"Mạng lag , loa bị nhòe...",tệ
Nhìn màn hình máy tính quá nhiều,tệ
Khó tiếp thu,tệ
Đường truyền Internet không ổn định ảnh hường đến quá trình học trực tuyến ,tệ
Mạng,tệ
hư cam,tệ
"Khó tương tác với giáo viên, bạn bè",tệ
Yếu tố bên ngoài tác động nhiều,tệ
Khó tiếp thu bài hơn học offline,tệ
Khó giao tiếp,tệ
thiếu trang thiết bị,tệ
đau mắt,tệ
"Đường truyền internet kém, cúp điện",tệ
Wifi yếu,tệ
rớt mạng,tệ
không thể tiếp xúc gặp mặt trực tiếp nhiều với giáo viên giảng dạy,tệ
Mất tập chung,tệ
Không được tương tác trực tiếp với giảng ,tệ
Mạng ko ổn định,tệ
kc,tệ
không tương tác trực tiếp được với giảng viên,tệ
"Mạng lag, có vấn đề về thiết bị",tệ
"Mang lag , loa bị nhiễu",tệ
Khó tiếp thu,tệ
Đường truyền Interner không ổn định trong quá trình học trực tuyến,tệ
"Không thể trực tiếp hỏi bài, mạng lag",tệ
Nhìn màn hình máy tính quá nhiều,tệ
không thể tương tác với giảng viên và bận bè nhiều,tệ
Mạng,tệ
đau mắt,tệ
Yếu tố bên ngoài tác động nhiều,tệ
Khó tiếp thu bài tốt,tệ
Khó giao tiếp,tệ
trang thiết bị như wifi,tệ
Mất tập chung,tệ
Mâm,tệ
Internet bị kém,tệ
Wifi yếu,tệ
rớt mạng,tệ
"Khó tương tác với giáo viên, bạn bè",tệ
không thể tiếp xúc gặp mặt trực tiếp nhiều với giáo viên giảng dạy,tệ
hư camera,tệ
Kh được tương tác trực tiếp với giảng viên ,tệ
Mạng ko ổn định,tệ
không tương tác trực tiếp được với giảng viên,tệ
Đã quen học tập theo phương pháp truyền thống nên khó để tập trung hơn,tệ
Mjang internet,tệ
mạng yếu,tệ
Khó tiếp thu bài,tệ
Đường truyền internet không ổn định,tệ
Mạng yếu,tệ
khó tương tác,tệ
Đường truyền Internet…,tệ
Không được học trực tiếp ,tệ
mạng lag yếu ,tệ
đường kết nối internet,tệ
Internet kém,tệ
Đường truyền internet nhiều lúc không ổn định. Lâu lâu còn bị cúp điện bất chợt,tệ
mạng yếu,tệ
Đường truyền internet bị chậm dẫn đến nghe giảng hơi khó khăn,tệ
wifi yếu,tệ
đường truyền internet,tệ
đường truyền internet chập chờn,tệ
Mạng kém,tệ
K có khó khăn,tệ
đường truyền kết nối internet.,tệ
Wifi kém,tệ
Khó hiểu bài,tệ
Khó trao đổi bài với giảng viên ngoài giờ học,tệ
đường truyền internet yếu,tệ
Ít hiểu bài hơn,tệ
Gặp trục trặc về mạng và thiết bị học,tệ
"Mạng không ổn định, mất điện ...",tệ
Phụ thuộc đường truyền internet,tệ
Thỉnh thoảng đường truyền kém,tệ
"mất kết nối, mất mạng",tệ
không có ý kiến ạ,tệ
Mạng trục trặc...,tệ
Không thể trao đổi trực tiếp với giảng viên,tệ
Đã khắc phục hết ,tệ
Kết nối internet hay chập chờn.,tệ
Do ko có laptop nên xin điểm i ạ,tệ
Mạng yếu,tệ
mạng yếu,tệ
Môi trường học ồn,tệ
Mạng yếu ,tệ
kết nối mạng kém ,tệ
mạng yếu ,tệ
Nhà không có wifi phải đăng kí 4G học,tệ
Mạng yếu,tệ
mất mạng,tệ
Cúp điện,tệ
mạng không ổn định,tệ
Khó trao đổi bài với giảng viên nếu có nhu cầu,tệ
đường truyền internet yếu,tệ
"đường truyền mạng kém, chất lượng tiếp thu hạn chế",tệ
Mạng chập chờn,tệ
Mạng kém,tệ
"Hết mạng,rớt mạng hoặc cúp điện ko thể học",tệ
Không trao đổi trực tiếp được với giáo viên,tệ
"kết nối không ổn định, ",tệ
không có  khó khăn,tệ
đường truyền mạng không ổn định,tệ
không trực tiếp tham gia các hoạt động thực tế về môn học,tệ
Rớt mạng giữa chừng,tệ
Thỉnh thoảng đường truyền kém ,tệ
Mạng yếu ,tệ
mạng yếu,tệ
Không thể giao tiếp nhiều với giáo viên,tệ
Mạng kém,tệ
"Phần mềm không thích ứng với máy, đường truyền không ổn định",tệ
Mạng yếu,tệ
Khó tiếp thu hết kiến thức,tệ
đường truyền kém,tệ
Đôi lúc không theo kịp ,tệ
Đường truyền,tệ
Buồn ngủ ạ ,tệ
đường kết nối internet,tệ
Mạng yếu,tệ
Mạng kém,tệ
Internet kém,tệ
Đường truyền internet nhiều lúc không ổn định,tệ
không hiểu bài,tệ
mạng yếu,tệ
vui,tệ
mạng học không ổn định trong một số thời gian,tệ
mạng yếu,tệ
wifi yeu,tệ
Dễ mất mạng và out khỏi lớp,tệ
duong truyen internet,tệ
Mạng yếu,tệ
chưa có,tệ
Mạng yếu,tệ
mạng lag và ít tương tác ,tệ
mạng yếu,tệ
mạng lag,tệ
Mạng kém,tệ
Đường truyền internet,tệ
Đường truyền internet,tệ
đường truyền bất ổn,tệ
mạng yếu,tệ
Mạng,tệ
đường truyền internet,tệ
hầu như không có,tệ
đường truyền internet chập chờn ,tệ
"khó khăn lúc cúp điện, hoặc wifi có vấn đề",tệ
Lag,tệ
khó hiểu bài,tệ
mạng yếu,tệ
khó hiểu bất tiện,tệ
Mạng lag,tệ
Mạng không ổn định,tệ
mang yeu,tệ
Về đường truyền,tệ
mạng yếu,tệ
Đường tryền không ổn định,tệ
Đôi lúc đường truyền không ổn định,tệ
mạng yếu,tệ
"mạng bị lỗi, ",tệ
Mạng yếu,tệ
kết nối mạng đôi khi gián đoạn,tệ
"Đường truyền không ổn định, mất điện đột xuất",tệ
"đường truyền internet, cúp điện đột ngột,....",tệ
không trao đổi trực tiếp được với giảng viên,tệ
mạng lag,tệ
Mạng chập chờn,tệ
Lâu lâu mạng lag,tệ
Khó tiếp thu,tệ
Mạng lag,tệ
phu thuoc vao mang,tệ
mạng lag,tệ
Mạng lag,tệ
đường truyền internet không ổn định,tệ
Mất mạng,tệ
Đường truyền internet,tệ
Mạng yếum lap hư,tệ
Lỗi đường truyền,tệ
Mạng yếu,tệ
Cô dạy quá nhanh,tệ
ngồi lâu một chỗ không tốt cho sức khỏe,tệ
Vấn đề về máy tính,tệ
Không hiểu bài bằng học trực tiếp,tệ
Khó giao tiếp với nhau,tệ
mạng yếu,tệ
đường truyền internet không ổn định,tệ
Đôi lúc đường truyền không ổn định,tệ
Mạng lag,tệ
mạng chập chờn,tệ
"mạng, âm thanh ",tệ
Không được gặp trực tiếp bbe nên làm việc nhóm khó khăn hơn,tệ
Rớt mạng lỗi mạng mạng yếu ..vv....vv...,tệ
Không tương tác được,tệ
Ít hiểu bài hơn,tệ
Mạng yếu,tệ
"mạng hay lag hay bị out ra, có nhìu vấn đề chưa hiểu rõ",tệ
Nhà thường xuyên mất điện,tệ
Lâu lâu mạng lag,tệ
Tình trạng mạng ,tệ
"Gặp vấn đề về mạng, thiết bị học",tệ
Khó học nhóm,tệ
Mạng lag,tệ
Khó tiếp thu ,tệ
Không được trao đổi với bạn bè ,tệ
Môi trường học ồn ào,tệ
đường truyền không ổn định,tệ
khó tiếp thu và tập trung,tệ
mạng không ổn định,tệ
Phụ thuộc đường truyền internet,tệ
mạng không ổn định,tệ
"mất kết nối, cúp điện",tệ
Mạng yếu,tệ
Mạng hay bị rớt,tệ
kết nối mạng kém,tệ
kết nối mạng đôi khi bị gián đoạn,tệ
Mạng không ổn định,tệ
"Mạng yếu, lap hưl",tệ
Khó tiếp thu bài học ,tệ
Đường truyền internext không ổn định,tệ
không tương tác được với giáo viên nhiều,tệ
Đường truyền rất kém,tệ
"mất mạng, mất điện",tệ
Cúp điện,tệ
Mạng không ổn định,tệ
Mạng hay lag,tệ
Nhà thường xuyên mất điện,tệ
Khó tiếp thu bài,tệ
đường truyền không ổn định,tệ
rớt mạng,tệ
"Các lỗi do đường truyền mạng, cúp điện",tệ
Đường truyền internet,tệ
Phần mềm không tương thích với máy tính,tệ
khó tương tác với giáo viên,tệ
Khó tiếp thu,tệ
đường truyền internet chậm gây lag khi đang học,tệ
Đôi khi đường truyền mạng không ổn định ảnh hưởng đến buổi học,tệ
Mạng chập chờn,tệ
Sợ cúp điện ,tệ
Đường truyền hay gặp lỗi,tệ
Dễ mất kết nội mạng,tệ
"Nhiều lúc bị rớt mạng, lỗi,... thiết bị hết pin, mỏi mắt,...",tệ
mạng internet,tệ
"Đường truyền, Internet, các tác động xung quanh",tệ
Dạ buồn,tệ
đường truyền internet,tệ
Không được trực tiếp giảng dạy ,tệ
mạng yếu ,tệ
Mất mạng,tệ
Dễ mất tập trung,tệ
Dễ mất kết nối ,tệ
mạng si đa,tệ
"Khó làm việc nhóm , đường truyền không ổn định",tệ
khó hiểu bài,tệ
"Mạng yếu, mic hư,...",tệ
Mạng lag,tệ
đang học cúp điện,tệ
khó trao đổi ,tệ
mạng yếu,tệ
nếu bị mất kết nối internet thì sẽ không thể học trực tuyến được,tệ
không được trao đổi nhóm như học trên trường,tệ
cúp điện,tệ
Mất điện đột xuất.,tệ
rớt mạng,tệ
mạng ,tệ
Internet không ổn định,tệ
đường truyền internet,tệ
Mạng lag,tệ
"Mạng lag , loa bị nhiễu...",tệ
"Hó tương tác với giáo viên, bạn bè",tệ
đường truyền internet,tệ
đường truyền internet không ổn định,tệ
gf,tệ
Đường truyền mạng không ổn định,tệ
tiếp thu bài khó khăn hơn,tệ
"Đôi lúc bị mất mạng, máy hỏng đột xuất",tệ
mạng yếu,tệ
Interner,tệ
Đường truyền Internet không ổn định trong quá trình học trực tuyến,tệ
không có mạng,tệ
Internet yếu,tệ
rớt mạng,tệ
mất mạng,tệ
kết nối mạng không ổn định ,tệ
Khó hiểu bài,tệ
"Mạng lag, thiết bị có vấn đề",tệ
khó trao đổi với bạn,tệ
  mạng chập trờn,tệ
khó trao đổi với nhóm và bạn,tệ
không hiểu bài,tệ
Rớt mạng,tệ
Đường truyền mạng yếu,tệ
"Một số vấn đề về mạng,...",tệ
mất mạng,tệ
mạng yếu lag chập chờn,tệ
những khó khăn khi đang học thị mạng bị lag,tệ
mạng wifi dữ liệu bị yếu dễ bị out lớp,tệ
Mạng kém ,tệ
Khó tiếp thu,tệ
hay mất mạng,tệ
Đường truyền internet.,tệ
tiếp thu bài không hiệu quả,tệ
mạng không ổn định,tệ
Khó tiếp thu,tệ
Mạng internet,tệ
"dễ bị mạng yếu ảnh hưởng, nhiều khó khăn khác",tệ
Mạng internet không ổn định,tệ
"Mất kết nối, cúp điện",tệ
quản lý thời gian,tệ
"Đường truyền đôi khi không ổn định, phải nghỉ do tiêm vacxin",tệ
Mất tập trung,tệ
khó tiếp thu kiến thức,tệ
không được học trực tiếp,tệ
Wifi kém hư pin đt,tệ
Nhiều lúc Internet chậm ,tệ
không được tiếp xúc trực tiếp với giảng viên,tệ
Đường truyền thường mất ổn định,tệ
"Dễ bị phân tâm, tiếp thu không hiệu quả như học trực tiếp",tệ
